#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery2
#Serial Number: SN:210321A1882E
#Date Time: 2018-05-21 16:57:27.291

Frequency (Hz),Trace 1 (dBV)
395.5078125,-55.004760043239173
400.390625,-55.415318426636766
405.2734375,-55.265132548315215
410.15625,-55.337010271017498
415.0390625,-55.50040529345133
419.921875,-55.024524762334124
424.8046875,-54.812050283576482
429.6875,-55.407970385705589
434.5703125,-55.369556699245955
439.453125,-55.333266464651096
444.3359375,-55.254549438760733
449.21875,-55.591693579886368
454.1015625,-55.472898390861786
458.984375,-55.172776352357218
463.8671875,-55.627372936991804
468.75,-54.82224722346777
473.6328125,-54.907683985361963
478.515625,-55.248637199349915
483.3984375,-55.421364716913345
488.28125,-55.048801529220484
493.1640625,-55.359003578504925
498.046875,-55.600436775408049
502.9296875,-55.58349626465273
507.8125,-55.647501569548723
512.6953125,-55.263749686739146
517.578125,-55.283031276899628
522.4609375,-55.228623173812316
527.34375,-55.426452107602259
532.2265625,-55.333174939602685
537.109375,-55.369762788223646
541.9921875,-55.249256551313628
546.875,-54.944585747944785
551.7578125,-55.194035482007699
556.640625,-55.272101396224052
561.5234375,-55.097336644260857
566.40625,-55.109101392641797
571.2890625,-55.498095025328098
576.171875,-55.288526857301733
581.0546875,-55.12833355727966
585.9375,-55.1785306272822
590.8203125,-54.86195694438473
595.703125,-54.963348761494899
600.5859375,-55.207448978703894
605.46875,-55.1196938448414
610.3515625,-55.535731973470888
615.234375,-55.601624533273295
620.1171875,-55.345240541685058
625,-55.293489080589055
629.8828125,-55.44346863662625
634.765625,-55.305581574283089
639.6484375,-55.295505319406558
644.53125,-55.571930333926865
649.4140625,-55.283550153860247
654.296875,-55.118925320792115
659.1796875,-55.695573483001795
664.0625,-55.457802560400367
668.9453125,-55.042757812135548
673.828125,-55.361307688969703
678.7109375,-55.308140606252707
683.59375,-55.376504389884929
688.4765625,-55.371457175057031
693.359375,-55.137941835693731
698.2421875,-55.156226993346408
703.125,-55.527832895587963
708.0078125,-54.866869609825777
712.890625,-55.291364579133713
717.7734375,-55.542805405127247
722.65625,-55.380601590030437
727.5390625,-54.918846903782502
732.421875,-55.047146074126765
737.3046875,-55.070406877307185
742.1875,-55.282354986692397
747.0703125,-54.914995298033979
751.953125,-55.127298118725378
756.8359375,-54.951965916839505
761.71875,-54.890478085901229
766.6015625,-55.200218436448274
771.484375,-55.40892559481351
776.3671875,-55.356985699058392
781.25,-55.160618128388691
786.1328125,-55.257512943270271
791.015625,-55.144204107453803
795.8984375,-55.197911521002759
800.78125,-55.422191871020985
805.6640625,-55.431697164699798
810.546875,-55.066512682426485
815.4296875,-55.385024806879159
820.3125,-54.939222890967727
825.1953125,-55.109270508002169
830.078125,-55.623303848056089
834.9609375,-55.524571894799195
839.84375,-55.088022508920069
844.7265625,-55.262984315696954
849.609375,-55.13802322674492
854.4921875,-55.339921635045137
859.375,-55.197777707840856
864.2578125,-55.244460005362313
869.140625,-55.422129814534316
874.0234375,-55.302331437341934
878.90625,-55.215372774067447
883.7890625,-54.927071534723957
888.671875,-54.63972910639044
893.5546875,-54.856815694395031
898.4375,-54.872881876147524
903.3203125,-54.981102683655713
908.203125,-54.945351021233328
913.0859375,-55.363323946469791
917.96875,-54.993235678641838
922.8515625,-55.55358857974629
927.734375,-55.418055390490643
932.6171875,-55.099263612811875
937.5,-55.076496302884983
942.3828125,-55.081856827111949
947.265625,-55.512864518785278
952.1484375,-55.495337747999045
957.03125,-55.343167274984644
961.9140625,-55.234246201520925
966.796875,-55.05910416524668
971.6796875,-55.027470751543454
976.5625,-55.207994852063926
981.4453125,-55.511208758031913
986.328125,-55.474696418430156
991.2109375,-55.021982544881887
996.09375,-54.731111150813028
1000.9765625,-55.072210811159707
1005.859375,-54.839035765251715
1010.7421875,-54.735889658430075
1015.625,-55.041966168425496
1020.5078125,-55.141862063886798
1025.390625,-55.153260839877277
1030.2734375,-55.126506835061626
1035.15625,-55.204475156236086
1040.0390625,-55.283596397342329
1044.921875,-55.077247567936503
1049.8046875,-55.258479199501103
1054.6875,-55.259033471385081
1059.5703125,-55.677933884843881
1064.453125,-55.190401510006659
1069.3359375,-55.241831044235298
1074.21875,-54.883807577379812
1079.1015625,-54.981604706352101
1083.984375,-55.257257401272923
1088.8671875,-55.67522291508682
1093.75,-55.572896636925286
1098.6328125,-55.191408892409015
1103.515625,-55.227484894153221
1108.3984375,-55.337771845154428
1113.28125,-55.068414758070404
1118.1640625,-55.314408434985339
1123.046875,-55.189941519088961
1127.9296875,-55.20449932681926
1132.8125,-55.215609311469692
1137.6953125,-55.123077129383198
1142.578125,-54.976945989701711
1147.4609375,-55.211815183633995
1152.34375,-55.252088456604667
1157.2265625,-55.723391205039057
1162.109375,-55.795068945635109
1166.9921875,-55.610227749604618
1171.875,-55.663235731919734
1176.7578125,-55.238615315426699
1181.640625,-55.241965418826368
1186.5234375,-55.140529674125922
1191.40625,-55.05836387730546
1196.2890625,-54.930006022015938
1201.171875,-54.992203852747707
1206.0546875,-55.115710520508571
1210.9375,-55.574868905312506
1215.8203125,-55.472530084409605
1220.703125,-55.332676752939406
1225.5859375,-55.430857408707809
1230.46875,-55.328127425730564
1235.3515625,-55.299861429322554
1240.234375,-55.413076155663923
1245.1171875,-54.589085499806622
1250,-55.090268311693997
1254.8828125,-55.521676976306679
1259.765625,-55.134959890501875
1264.6484375,-55.170515272370707
1269.53125,-55.194322891115554
1274.4140625,-55.171067386465928
1279.296875,-55.117379814270194
1284.1796875,-55.199014223395722
1289.0625,-55.113955198804014
1293.9453125,-55.616584339741294
1298.828125,-55.322670658081698
1303.7109375,-55.369213303267827
1308.59375,-55.272132920051902
1313.4765625,-55.374798458967973
1318.359375,-55.232700939017569
1323.2421875,-55.146454883512384
1328.125,-54.906006198985736
1333.0078125,-55.239357517033937
1337.890625,-55.494756469523487
1342.7734375,-55.420397036639422
1347.65625,-55.019766060852398
1352.5390625,-55.418663609978147
1357.421875,-55.548404152120845
1362.3046875,-55.126291550404495
1367.1875,-55.115891533594521
1372.0703125,-55.392682439068572
1376.953125,-55.327138527830151
1381.8359375,-55.669938610774111
1386.71875,-55.211004460268605
1391.6015625,-55.264349571964893
1396.484375,-55.620774463239982
1401.3671875,-55.212700185796891
1406.25,-55.116302128340848
1411.1328125,-55.430091657071259
1416.015625,-54.897448103497901
1420.8984375,-55.412641690249593
1425.78125,-55.230995894392422
1430.6640625,-55.424128382245527
1435.546875,-55.273953521867902
1440.4296875,-55.157369490348493
1445.3125,-54.830148745493659
1450.1953125,-55.265092058631033
1455.078125,-54.963504506315701
1459.9609375,-55.0066827007238
1464.84375,-55.722919926844419
1469.7265625,-55.045157833790441
1474.609375,-55.08816451196725
1479.4921875,-55.064721526601446
1484.375,-55.35675735576288
1489.2578125,-55.278742389903918
1494.140625,-55.269845944535732
1499.0234375,-54.837651693326535
1503.90625,-54.853344904780748
1508.7890625,-55.570147184177117
1513.671875,-55.158696377794918
1518.5546875,-54.952788148329219
1523.4375,-54.81108826138059
1528.3203125,-55.448650377811489
1533.203125,-55.388411962521324
1538.0859375,-55.655417347524157
1542.96875,-55.228567427497552
1547.8515625,-55.341058857134044
1552.734375,-54.903167740447721
1557.6171875,-55.323821312380616
1562.5,-55.178858143020413
1567.3828125,-55.219725844617152
1572.265625,-54.988031972471518
1577.1484375,-55.289792243994057
1582.03125,-54.990454340673367
1586.9140625,-55.066087264697444
1591.796875,-55.086962744082683
1596.6796875,-54.970931797093236
1601.5625,-55.085061143826202
1606.4453125,-55.158982046284741
1611.328125,-54.638563787044738
1616.2109375,-54.82668646903938
1621.09375,-55.398975502177315
1625.9765625,-55.19142374483549
1630.859375,-55.57172321282026
1635.7421875,-55.740177040498395
1640.625,-55.25249124201779
1645.5078125,-54.933057941891484
1650.390625,-55.090851709212487
1655.2734375,-55.127988684788761
1660.15625,-54.433407557115963
1665.0390625,-55.336573608475405
1669.921875,-55.3262084058059
1674.8046875,-55.14551033583605
1679.6875,-55.14032843721192
1684.5703125,-55.312438918688187
1689.453125,-55.285453816375913
1694.3359375,-55.35767547923772
1699.21875,-55.001825489399756
1704.1015625,-55.15852026093404
1708.984375,-55.40785262345058
1713.8671875,-55.276971154266135
1718.75,-55.460057588967892
1723.6328125,-55.013993287065915
1728.515625,-55.255839232142478
1733.3984375,-55.315129701232628
1738.28125,-55.497305143596606
1743.1640625,-55.370579493532702
1748.046875,-55.361595750730629
1752.9296875,-55.163658353016288
1757.8125,-55.193390709048245
1762.6953125,-55.513202290334213
1767.578125,-55.154277871998104
1772.4609375,-55.174479724768375
1777.34375,-55.008732076964307
1782.2265625,-55.087031115972835
1787.109375,-55.240782828119677
1791.9921875,-55.401454440279423
1796.875,-55.040928285952788
1801.7578125,-55.18965447316431
1806.640625,-55.618314214373569
1811.5234375,-55.12313702206734
1816.40625,-55.53894161465999
1821.2890625,-55.113453339806611
1826.171875,-55.482100139680746
1831.0546875,-55.662490398399228
1835.9375,-55.755569532746776
1840.8203125,-55.25141572616932
1845.703125,-55.286002609109744
1850.5859375,-55.317480857398913
1855.46875,-55.544558333227656
1860.3515625,-55.316672946161667
1865.234375,-55.252350384332914
1870.1171875,-55.420425212381936
1875,-55.210641175952233
1879.8828125,-55.360822629398747
1884.765625,-55.53164214269443
1889.6484375,-55.617924915417937
1894.53125,-55.40896778162314
1899.4140625,-55.038914694804355
1904.296875,-55.291454489179145
1909.1796875,-55.469422231227057
1914.0625,-55.316163224540048
1918.9453125,-54.8023084880423
1923.828125,-55.097091849584515
1928.7109375,-55.006496170049282
1933.59375,-55.385001818293134
1938.4765625,-55.329038907266927
1943.359375,-55.338152593237268
1948.2421875,-55.03873845448198
1953.125,-55.441569810265392
1958.0078125,-55.446781252662149
1962.890625,-55.279087763587505
1967.7734375,-55.066353132247627
1972.65625,-55.418778540551486
1977.5390625,-55.227704403545516
1982.421875,-55.213242304492226
1987.3046875,-55.612361703178848
1992.1875,-55.134917643658021
1997.0703125,-55.650717974090384
2001.953125,-55.54510541831074
2006.8359375,-55.388965021200953
2011.71875,-54.949446092100501
2016.6015625,-55.333274641616811
2021.484375,-55.624805929126637
2026.3671875,-55.338570438785801
2031.25,-55.537784385156286
2036.1328125,-55.230836532025407
2041.015625,-55.156802924176034
2045.8984375,-55.862746284569759
2050.78125,-55.415558312274619
2055.6640625,-55.256054259561402
2060.546875,-55.068876421382818
2065.4296875,-55.035059750126493
2070.3125,-54.853652416142459
2075.1953125,-54.72512159306531
2080.078125,-55.12088021437944
2084.9609375,-55.487790712879637
2089.84375,-55.681971908838584
2094.7265625,-55.309439339792917
2099.609375,-54.93001094563315
2104.4921875,-55.055290017211853
2109.375,-55.157177995959159
2114.2578125,-55.688989945137529
2119.140625,-55.362855155797689
2124.0234375,-55.120172444427197
2128.90625,-54.942003348088846
2133.7890625,-55.315428782496731
2138.671875,-55.227286590725072
2143.5546875,-55.412716026125828
2148.4375,-54.968214434525692
2153.3203125,-55.206101073573734
2158.203125,-55.911504501312606
2163.0859375,-55.572565297406619
2167.96875,-55.100297308684752
2172.8515625,-55.361472083438336
2177.734375,-55.542173130755465
2182.6171875,-55.279990496120639
2187.5,-55.696913240430291
2192.3828125,-55.451226400312741
2197.265625,-55.077775732561577
2202.1484375,-55.492387735727803
2207.03125,-55.311777479322046
2211.9140625,-55.3977048528929
2216.796875,-54.968496157640409
2221.6796875,-54.950661523258916
2226.5625,-54.841509957242344
2231.4453125,-55.063123121083279
2236.328125,-55.542923683337328
2241.2109375,-55.552340018081082
2246.09375,-55.071492613640388
2250.9765625,-54.965309276498608
2255.859375,-55.192184632652051
2260.7421875,-55.231983467321982
2265.625,-54.961016484785745
2270.5078125,-55.590671460686998
2275.390625,-55.326117834292283
2280.2734375,-55.384773141917435
2285.15625,-55.167722478846706
2290.0390625,-55.194162375746288
2294.921875,-54.971425774000053
2299.8046875,-55.316167326249712
2304.6875,-55.50226619677921
2309.5703125,-55.314972715933308
2314.453125,-55.633500035563117
2319.3359375,-54.996793271906611
2324.21875,-54.898771469038294
2329.1015625,-55.030507376241417
2333.984375,-55.172575218251026
2338.8671875,-55.112859150628992
2343.75,-55.363576708017099
2348.6328125,-55.712638071225228
2353.515625,-55.306814373749233
2358.3984375,-55.824667123138347
2363.28125,-55.118214130849708
2368.1640625,-55.284100626058731
2373.046875,-55.578120517273391
2377.9296875,-55.42515378505756
2382.8125,-55.119551067292662
2387.6953125,-55.188488860103988
2392.578125,-55.075871208845861
2397.4609375,-55.161704728106571
2402.34375,-55.354542312966402
2407.2265625,-55.27799458039182
2412.109375,-54.979863145230922
2416.9921875,-55.038673084941053
2421.875,-55.493862881031475
2426.7578125,-55.778067629342296
2431.640625,-55.504591243095518
2436.5234375,-55.050907025883788
2441.40625,-55.515977545283093
2446.2890625,-55.28378654635155
2451.171875,-54.900759227326162
2456.0546875,-55.118316794600418
2460.9375,-55.152048305115109
2465.8203125,-55.467978340037021
2470.703125,-55.670220690454919
2475.5859375,-55.519385973067379
2480.46875,-55.284475255277982
2485.3515625,-55.397118519286479
2490.234375,-55.564670904753626
2495.1171875,-55.439657769681205
2500,-55.029801931826022
2504.8828125,-55.601657855091503
2509.765625,-55.608266939653596
2514.6484375,-55.64464209155139
2519.53125,-55.402369469066628
2524.4140625,-55.206940229339452
2529.296875,-55.243749369837133
2534.1796875,-55.266256410247969
2539.0625,-55.611530222678752
2543.9453125,-55.32278572497944
2548.828125,-55.655924500972148
2553.7109375,-55.24376111544062
2558.59375,-54.987630814737933
2563.4765625,-54.911204246401731
2568.359375,-54.626217068153203
2573.2421875,-55.446219041314293
2578.125,-55.37839104794373
2583.0078125,-55.051953630779224
2587.890625,-55.272626936836375
2592.7734375,-55.59863099163109
2597.65625,-55.264542976286748
2602.5390625,-55.245013132412979
2607.421875,-55.233110365992005
2612.3046875,-55.354156497653726
2617.1875,-55.664143215261404
2622.0703125,-55.170198825397058
2626.953125,-55.387320456583453
2631.8359375,-55.304265299119834
2636.71875,-55.363582041502809
2641.6015625,-55.296411180467672
2646.484375,-55.460371044093023
2651.3671875,-55.086813085383639
2656.25,-54.910093659607575
2661.1328125,-55.242885976696286
2666.015625,-55.587678935173429
2670.8984375,-55.162017538934698
2675.78125,-55.205499745272341
2680.6640625,-55.109693906153076
2685.546875,-55.569539896240286
2690.4296875,-55.690906240349065
2695.3125,-55.341710242082215
2700.1953125,-55.174669052679121
2705.078125,-55.309421005844257
2709.9609375,-55.611830582763105
2714.84375,-55.406411576391406
2719.7265625,-55.179372701036201
2724.609375,-55.170488188005756
2729.4921875,-55.219063002062171
2734.375,-55.21320547091014
2739.2578125,-54.954440807493945
2744.140625,-55.1422435714694
2749.0234375,-54.947737246646625
2753.90625,-55.116755335210797
2758.7890625,-55.192295082266455
2763.671875,-55.262256118906777
2768.5546875,-54.774470452191409
2773.4375,-55.691235153696041
2778.3203125,-55.681184272384805
2783.203125,-55.330063294447015
2788.0859375,-55.065303762955168
2792.96875,-55.402555332884226
2797.8515625,-55.492931252282069
2802.734375,-55.056775321354003
2807.6171875,-54.851265532241783
2812.5,-55.030360075777274
2817.3828125,-55.189796090805324
2822.265625,-55.075054864961579
2827.1484375,-55.498618217949989
2832.03125,-55.481048023445965
2836.9140625,-54.9897656435163
2841.796875,-55.114405523793494
2846.6796875,-55.57681622765508
2851.5625,-55.554007652563087
2856.4453125,-55.022754604635423
2861.328125,-55.094071592134625
2866.2109375,-55.695701278287316
2871.09375,-55.101735133860629
2875.9765625,-55.116857521544851
2880.859375,-55.208594222866338
2885.7421875,-55.709882531303435
2890.625,-55.865349868453073
2895.5078125,-55.736119717677148
2900.390625,-55.119353975022214
2905.2734375,-55.486156051517732
2910.15625,-55.419069127108699
2915.0390625,-55.449754665620489
2919.921875,-55.560442654862676
2924.8046875,-55.599954432808289
2929.6875,-55.458439961495017
2934.5703125,-55.927557399951375
2939.453125,-55.398193266769411
2944.3359375,-55.165347929170537
2949.21875,-55.139844406685334
2954.1015625,-55.332708970980036
2958.984375,-55.392778816143171
2963.8671875,-54.98765808002026
2968.75,-55.20260067574759
2973.6328125,-55.995003350376138
2978.515625,-55.556423286441465
2983.3984375,-55.497337904789035
2988.28125,-55.298845196790261
2993.1640625,-55.076522312907969
2998.046875,-55.623885781952438
3002.9296875,-55.521707155103535
3007.8125,-55.257975887125241
3012.6953125,-55.273138157750708
3017.578125,-55.086941521208075
3022.4609375,-55.50606530906488
3027.34375,-55.336993979937077
3032.2265625,-55.282338169241008
3037.109375,-55.882830309255766
3041.9921875,-55.79973011215769
3046.875,-55.808186137468709
3051.7578125,-55.703347937078
3056.640625,-55.760660087276975
3061.5234375,-55.351779719569159
3066.40625,-55.346274139362166
3071.2890625,-55.852125489657169
3076.171875,-55.455534900519012
3081.0546875,-55.314779805734517
3085.9375,-55.601001279873415
3090.8203125,-55.516922808894222
3095.703125,-55.356448825824494
3100.5859375,-55.419600895453094
3105.46875,-55.426844028540437
3110.3515625,-55.166702023902936
3115.234375,-55.508781053934214
3120.1171875,-55.443894579324642
3125,-55.564118472361159
3129.8828125,-55.761620365543607
3134.765625,-55.304959730924338
3139.6484375,-55.414537208496817
3144.53125,-55.218085187663718
3149.4140625,-55.54093828321313
3154.296875,-55.160192920531671
3159.1796875,-55.29872487742697
3164.0625,-55.864912533583151
3168.9453125,-56.005225317947676
3173.828125,-55.290964527749324
3178.7109375,-55.552518372071766
3183.59375,-55.371321725221634
3188.4765625,-55.427610990715252
3193.359375,-55.83468066038553
3198.2421875,-55.495493061282943
3203.125,-55.859795893481063
3208.0078125,-56.059613786370818
3212.890625,-55.772524328228272
3217.7734375,-55.553680031247154
3222.65625,-55.504326913370939
3227.5390625,-55.53383555763719
3232.421875,-55.021849760522386
3237.3046875,-55.538014659265833
3242.1875,-55.335630164819385
3247.0703125,-54.704569928870932
3251.953125,-54.886939031803792
3256.8359375,-55.097195734591018
3261.71875,-54.99256848094538
3266.6015625,-55.160754886339788
3271.484375,-55.111134465059102
3276.3671875,-55.389932558655019
3281.25,-55.105725172922327
3286.1328125,-55.342687080237738
3291.015625,-55.267956309742551
3295.8984375,-55.055737671404472
3300.78125,-55.258938508984784
3305.6640625,-55.272265076995374
3310.546875,-55.314073174506184
3315.4296875,-55.116323798519538
3320.3125,-55.227229781171168
3325.1953125,-55.201432709970831
3330.078125,-55.301470475748417
3334.9609375,-55.215487422251158
3339.84375,-55.485549691009737
3344.7265625,-55.557970703421361
3349.609375,-54.956017658218414
3354.4921875,-54.985402494774661
3359.375,-54.99931515856953
3364.2578125,-55.541604605319925
3369.140625,-55.70419770355808
3374.0234375,-55.189818851707173
3378.90625,-55.61624338559902
3383.7890625,-55.604728066623643
3388.671875,-55.274380083924449
3393.5546875,-55.469452518103814
3398.4375,-55.258905285888027
3403.3203125,-55.462130728455364
3408.203125,-55.10605875140697
3413.0859375,-55.136863474316648
3417.96875,-55.56581894928496
3422.8515625,-55.391204964010456
3427.734375,-55.306894165012267
3432.6171875,-54.816134180007666
3437.5,-54.995499457169231
3442.3828125,-55.375002117393308
3447.265625,-54.85225057818635
3452.1484375,-55.204972162937771
3457.03125,-55.290471218486232
3461.9140625,-55.543607122818877
3466.796875,-55.761271763800771
3471.6796875,-55.236344944756823
3476.5625,-55.168852796946027
3481.4453125,-55.306988211868429
3486.328125,-55.371973586801616
3491.2109375,-55.804440732185235
3496.09375,-55.538835317166772
3500.9765625,-55.695289330223531
3505.859375,-55.39603654313197
3510.7421875,-55.205779574760392
3515.625,-55.601366888479916
3520.5078125,-55.222822095380394
3525.390625,-55.396972927392994
3530.2734375,-55.320378931297178
3535.15625,-55.4892423873467
3540.0390625,-55.485084170227907
3544.921875,-55.998292409111173
3549.8046875,-55.810828277303663
3554.6875,-55.374464872289963
3559.5703125,-55.224703291838821
3564.453125,-55.513925049467183
3569.3359375,-55.414043747963049
3574.21875,-55.516667461175487
3579.1015625,-55.14278709561853
3583.984375,-55.627311580538503
3588.8671875,-55.504792932061086
3593.75,-55.30189861249427
3598.6328125,-55.35634485664275
3603.515625,-55.697522588405945
3608.3984375,-55.298533661988635
3613.28125,-55.038023403688676
3618.1640625,-55.531242741771379
3623.046875,-55.759671041764619
3627.9296875,-55.875419065701884
3632.8125,-55.380751414984957
3637.6953125,-55.508785878197628
3642.578125,-55.465365140874432
3647.4609375,-54.918989389261945
3652.34375,-55.02574721688012
3657.2265625,-55.542052806564627
3662.109375,-55.154095133097876
3666.9921875,-55.74583557100398
3671.875,-55.383330723744912
3676.7578125,-55.339126644348468
3681.640625,-55.351756369345367
3686.5234375,-55.472473941829072
3691.40625,-55.509151481443205
3696.2890625,-55.383036336546766
3701.171875,-54.994965222159664
3706.0546875,-55.648877450555922
3710.9375,-55.773585113172075
3715.8203125,-55.742459036965776
3720.703125,-55.681993274345928
3725.5859375,-55.144316371725346
3730.46875,-55.857120557443523
3735.3515625,-55.485688853564461
3740.234375,-55.387406098806196
3745.1171875,-55.576634149634401
3750,-55.206919181903572
3754.8828125,-55.503680411636225
3759.765625,-55.575354307235756
3764.6484375,-55.644002665608028
3769.53125,-55.381667667380967
3774.4140625,-55.105345701647124
3779.296875,-55.862083658310418
3784.1796875,-55.786823057227494
3789.0625,-55.442015255626707
3793.9453125,-55.319619095424493
3798.828125,-55.213955007683211
3803.7109375,-55.048299047574893
3808.59375,-55.427655789781312
3813.4765625,-55.812316513436961
3818.359375,-55.326831073106611
3823.2421875,-55.094164930033493
3828.125,-55.1358544235514
3833.0078125,-55.416291539099376
3837.890625,-55.897414095345809
3842.7734375,-55.252594029345289
3847.65625,-55.341232877692732
3852.5390625,-55.009325345168406
3857.421875,-55.177699130232654
3862.3046875,-55.437036190692183
3867.1875,-55.647952980539451
3872.0703125,-55.643870592903433
3876.953125,-56.352685776810524
3881.8359375,-56.271730308224534
3886.71875,-55.537671820758817
3891.6015625,-55.725319867614893
3896.484375,-55.192144660802718
3901.3671875,-55.625128085030852
3906.25,-55.445481431733931
3911.1328125,-55.379248253074124
3916.015625,-55.679245849975388
3920.8984375,-55.895996056086624
3925.78125,-55.561457638391076
3930.6640625,-55.449341505867153
3935.546875,-55.132166948944814
3940.4296875,-55.210542487666707
3945.3125,-55.255980474756264
3950.1953125,-55.794094221502021
3955.078125,-55.718356966940881
3959.9609375,-55.591929027469334
3964.84375,-55.427091752407343
3969.7265625,-55.352523356591483
3974.609375,-55.526860771752325
3979.4921875,-55.542511176315188
3984.375,-55.901529320862515
3989.2578125,-55.557531963524511
3994.140625,-55.278518099104829
3999.0234375,-55.162976780893594
4003.90625,-55.293068607130351
4008.7890625,-55.180524249239568
4013.671875,-55.366774626923018
4018.5546875,-55.288698192871124
4023.4375,-55.572228936451282
4028.3203125,-55.519856612064615
4033.203125,-55.343165945575585
4038.0859375,-55.263394189970526
4042.96875,-55.2346862134684
4047.8515625,-55.130131920576758
4052.734375,-55.539835480726126
4057.6171875,-55.537159299889424
4062.5,-55.605612428550863
4067.3828125,-55.50430025715783
4072.265625,-55.903343124817781
4077.1484375,-55.583079037094727
4082.03125,-55.5234754682713
4086.9140625,-55.71538026091747
4091.796875,-55.325729932950942
4096.6796875,-55.719088619723642
4101.5625,-55.64525999495573
4106.4453125,-55.698355806037007
4111.328125,-55.66718151278728
4116.2109375,-55.290668606441187
4121.09375,-55.089204684107152
4125.9765625,-55.473799354975029
4130.859375,-55.261180029617528
4135.7421875,-55.341285904403833
4140.625,-55.712853724358268
4145.5078125,-55.351421314409606
4150.390625,-55.378694568706862
4155.2734375,-55.763656980210868
4160.15625,-55.358026616242391
4165.0390625,-55.242837350614991
4169.921875,-55.325909050150315
4174.8046875,-55.779108893318124
4179.6875,-55.5490869933708
4184.5703125,-56.382092044903175
4189.453125,-55.742319502780305
4194.3359375,-55.542284177917452
4199.21875,-55.491715010676202
4204.1015625,-55.465136741339535
4208.984375,-55.493418025584234
4213.8671875,-55.220544525535125
4218.75,-55.458970168087504
4223.6328125,-55.551857846454425
4228.515625,-55.414715074563418
4233.3984375,-55.588434575129341
4238.28125,-55.139015902118985
4243.1640625,-55.331325482744447
4248.046875,-55.434513376810429
4252.9296875,-55.397540137292353
4257.8125,-55.216354970524023
4262.6953125,-55.764524961965634
4267.578125,-55.805119556356445
4272.4609375,-55.59443683310726
4277.34375,-55.325363590606031
4282.2265625,-55.362521526526038
4287.109375,-55.700650004066404
4291.9921875,-55.363938200029907
4296.875,-54.982509667318766
4301.7578125,-54.879955457364034
4306.640625,-55.372372919310848
4311.5234375,-55.491583889702916
4316.40625,-55.545617116477729
4321.2890625,-55.309278677132923
4326.171875,-56.196143883992171
4331.0546875,-55.901742692613574
4335.9375,-55.891407330954635
4340.8203125,-55.387676277260184
4345.703125,-55.081795715147209
4350.5859375,-55.698516911485278
4355.46875,-55.976246242315241
4360.3515625,-55.968180181069073
4365.234375,-55.603446903232211
4370.1171875,-54.966642130526296
4375,-55.686269226128502
4379.8828125,-56.144340401724534
4384.765625,-55.584108437409398
4389.6484375,-55.824415052783237
4394.53125,-55.454875046126659
4399.4140625,-55.387596363315495
4404.296875,-55.676058988134017
4409.1796875,-55.286949231106377
4414.0625,-55.267386760097914
4418.9453125,-55.485116479339553
4423.828125,-55.364108102917662
4428.7109375,-55.2574043823358
4433.59375,-55.608528916342202
